frame,time_sec,lane1_in,lane2_in,lane1_out,lane2_out,lane1_queue,lane2_queue
161,5.37,5,2,13,6,1,0
162,5.41,5,2,13,6,1,0
163,5.44,5,2,13,6,1,0
164,5.47,5,2,13,6,1,0
165,5.51,5,2,13,6,1,0
166,5.54,5,2,13,6,1,0
167,5.57,5,2,13,6,1,0
168,5.61,5,2,13,6,1,0
169,5.64,5,2,13,6,1,0
170,5.67,5,3,13,6,0,1
171,5.71,5,3,13,6,0,1
172,5.74,5,3,13,6,0,1
173,5.77,5,3,13,6,0,1
174,5.81,5,3,13,6,0,1
175,5.84,5,3,13,6,0,1
176,5.87,5,3,13,6,0,0
177,5.91,6,3,13,6,1,0
178,5.94,6,3,13,6,1,0
179,5.97,6,3,13,6,1,0
180,6.01,6,3,13,6,1,0
181,6.04,6,3,13,6,1,0
182,6.07,6,3,13,6,0,0
183,6.11,6,3,13,6,0,0
184,6.14,6,3,13,6,0,0
185,6.17,6,3,13,6,0,0
186,6.21,6,3,13,6,0,0
187,6.24,6,3,13,6,0,0
188,6.27,6,3,13,6,0,0
189,6.31,6,3,13,6,1,0
190,6.34,6,3,13,6,1,0
191,6.37,6,3,13,6,1,0
192,6.41,6,3,14,6,0,0
193,6.44,7,3,14,6,1,0
194,6.47,7,3,14,6,1,0
195,6.51,7,3,14,6,1,0
196,6.54,7,3,14,6,1,0
197,6.57,7,3,14,6,1,0
198,6.61,7,3,14,6,1,0
199,6.64,7,3,14,6,1,0
200,6.67,7,3,14,6,1,0
201,6.71,7,3,14,6,1,0
202,6.74,7,3,14,6,0,0
203,6.77,7,4,14,6,0,1
204,6.81,7,4,14,6,0,1
205,6.84,7,4,14,6,0,1
206,6.87,7,4,14,6,0,1
207,6.91,7,4,14,6,0,0
208,6.94,7,4,14,6,0,0
209,6.97,7,4,14,6,0,0
210,7.01,7,4,14,6,1,0
211,7.04,7,4,14,6,1,0
212,7.07,7,4,14,6,1,0
213,7.11,7,4,14,6,1,0
214,7.14,7,4,14,6,1,0
215,7.17,7,4,14,6,1,0
216,7.21,7,4,14,6,1,0
217,7.24,7,4,14,6,1,0
218,7.27,7,4,14,6,1,0
219,7.31,7,4,14,6,1,0
220,7.34,7,4,14,6,1,0
221,7.37,7,4,15,6,1,0
222,7.41,7,4,15,6,0,0
223,7.44,8,4,15,6,1,0
224,7.47,8,4,15,6,1,0
225,7.51,8,4,15,6,1,0
226,7.54,8,4,15,6,1,0
227,7.57,8,4,15,6,1,0
228,7.61,8,4,15,6,1,0
229,7.64,8,4,15,6,1,0
230,7.67,8,4,15,6,1,0
231,7.71,8,4,15,6,1,0
232,7.74,8,4,15,6,1,0
233,7.77,8,4,15,6,0,0
234,7.81,8,5,15,6,0,1
235,7.84,8,5,15,6,0,1
236,7.87,8,5,15,6,0,0
237,7.91,8,5,15,6,0,0
238,7.94,8,5,15,6,0,0
239,7.97,8,5,15,6,0,0
240,8.01,8,5,15,6,0,0
241,8.04,8,5,15,6,0,0
242,8.07,8,5,15,6,0,0
243,8.11,8,5,15,6,0,0
244,8.14,8,5,15,6,0,0
245,8.17,8,5,15,6,0,0
246,8.21,8,5,15,6,1,0
247,8.24,8,5,15,6,1,0
248,8.27,8,5,15,6,1,0
249,8.31,8,5,15,6,0,0
250,8.34,8,5,15,6,1,0
251,8.38,8,5,15,6,0,0
252,8.41,8,5,15,6,1,0
253,8.44,8,5,15,6,1,0
254,8.48,8,5,15,6,1,0
255,8.51,8,5,15,6,1,0
256,8.54,8,5,15,6,0,0
257,8.58,8,5,15,6,0,0
258,8.61,8,5,15,6,0,0
259,8.64,8,5,15,6,0,0
260,8.68,8,5,15,6,0,0
261,8.71,8,5,15,6,0,0
262,8.74,8,5,15,6,0,0
263,8.78,8,5,15,6,0,1
264,8.81,8,5,15,6,1,1
265,8.84,8,5,15,6,1,1
266,8.88,8,5,15,6,1,1
267,8.91,8,5,15,6,1,1
268,8.94,8,5,15,7,1,0
269,8.98,8,5,15,7,1,0
270,9.01,8,5,15,7,1,0
271,9.04,8,5,15,7,1,0
272,9.08,8,5,15,7,1,0
273,9.11,8,5,15,7,1,0
274,9.14,8,5,15,7,1,0
275,9.18,8,5,15,7,1,0
276,9.21,8,5,15,7,1,0
277,9.24,8,5,15,7,1,0
278,9.28,8,5,15,7,1,0
279,9.31,8,5,15,7,1,0
280,9.34,8,5,15,7,1,0
281,9.38,8,5,15,7,1,0
282,9.41,8,5,16,7,0,0
283,9.44,8,5,16,7,0,0
284,9.48,8,5,16,7,0,0
285,9.51,8,5,16,7,0,0
286,9.54,8,5,16,7,0,0
287,9.58,8,5,16,7,0,0
288,9.61,8,5,16,7,0,0
289,9.64,8,5,16,7,0,0
290,9.68,8,5,16,7,0,0
291,9.71,8,5,16,7,0,0
292,9.74,8,5,16,7,0,0
293,9.78,8,5,16,7,0,0
294,9.81,8,5,16,7,0,0
295,9.84,8,5,16,7,0,0
296,9.88,8,5,16,7,0,0
297,9.91,8,5,16,7,0,0
298,9.94,8,5,16,7,0,0
299,9.98,8,5,16,7,0,0
300,10.01,8,5,16,7,0,0
301,10.04,8,5,16,7,0,0
302,10.08,8,5,16,7,0,0
303,10.11,8,5,16,7,0,0
304,10.14,8,5,16,7,0,0
305,10.18,8,5,16,7,0,0
306,10.21,8,5,16,7,0,0
307,10.24,8,5,16,7,0,0
308,10.28,8,5,16,7,0,0
309,10.31,8,5,16,7,0,0
310,10.34,8,5,16,7,0,0
311,10.38,8,5,16,7,0,0
312,10.41,8,5,16,7,0,0
313,10.44,8,5,16,7,0,0
314,10.48,8,5,16,7,0,0
315,10.51,8,5,16,7,0,0
316,10.54,8,5,16,7,0,0
317,10.58,8,5,16,7,0,0
318,10.61,9,5,16,7,1,0
319,10.64,9,5,16,7,1,0
320,10.68,9,5,16,7,1,0
321,10.71,9,5,16,7,1,0
322,10.74,10,5,16,7,2,0
323,10.78,10,5,16,7,2,0
324,10.81,10,5,16,7,2,0
325,10.84,10,5,16,7,2,0
326,10.88,10,5,16,7,2,0
327,10.91,10,5,16,7,2,0
328,10.94,10,5,16,7,2,0
329,10.98,10,5,16,7,2,0
330,11.01,10,5,16,7,2,0
331,11.04,10,5,16,7,2,0
332,11.08,10,5,16,7,2,0
333,11.11,10,5,16,7,2,0
334,11.14,10,5,16,7,2,0
335,11.18,10,5,16,7,2,0
336,11.21,10,5,16,7,1,0
337,11.24,10,5,16,7,1,0
338,11.28,10,5,16,7,0,0
339,11.31,10,6,16,7,1,1
340,11.34,10,6,16,7,2,1
341,11.38,10,6,16,7,0,1
342,11.41,10,6,16,7,1,1
343,11.44,10,6,16,7,1,1
344,11.48,10,6,16,7,1,0
345,11.51,10,6,16,7,1,0
346,11.54,10,6,16,7,1,0
347,11.58,10,6,16,7,1,1
348,11.61,10,6,17,7,1,1
349,11.64,10,6,17,7,0,1
350,11.68,10,6,17,8,0,0
351,11.71,10,6,17,8,1,0
352,11.75,10,6,17,8,1,0
353,11.78,10,6,17,8,1,0
354,11.81,10,6,17,8,1,0
355,11.85,11,6,17,8,2,0
356,11.88,11,6,17,8,2,0
357,11.91,11,6,17,8,2,0
358,11.95,11,6,17,8,2,0
359,11.98,11,6,18,8,1,0
360,12.01,11,6,18,8,1,0
361,12.05,11,6,18,8,1,0
362,12.08,11,6,18,8,1,0
363,12.11,11,7,18,8,0,1
364,12.15,11,7,18,8,0,1
365,12.18,11,7,18,8,0,1
366,12.21,11,7,18,8,0,1
367,12.25,11,7,18,8,0,0
368,12.28,11,7,18,8,0,0
369,12.31,11,7,18,8,0,0
370,12.35,11,7,18,8,0,0
371,12.38,11,7,18,8,0,0
372,12.41,11,7,18,8,0,0
373,12.45,11,7,18,8,0,0
374,12.48,11,7,18,8,0,0
375,12.51,11,7,18,8,0,0
376,12.55,11,7,18,8,0,0
377,12.58,11,7,18,8,0,0
378,12.61,11,7,18,8,0,0
379,12.65,11,7,18,8,0,0
380,12.68,11,7,18,8,0,0
381,12.71,11,7,18,8,0,1
382,12.75,11,7,18,8,0,2
383,12.78,11,7,18,8,0,2
384,12.81,11,7,18,8,0,2
385,12.85,11,7,18,10,1,0
386,12.88,11,7,18,10,2,0
387,12.91,11,7,18,10,2,0
388,12.95,11,7,18,10,2,0
389,12.98,11,7,18,10,2,0
390,13.01,11,7,18,10,2,0
391,13.05,11,7,18,10,2,0
392,13.08,11,7,18,10,2,0
393,13.11,11,7,20,10,0,0
394,13.15,11,7,20,10,0,0
395,13.18,11,7,20,10,0,0
396,13.21,11,7,20,10,0,0
397,13.25,11,7,20,10,0,0
398,13.28,11,7,20,10,0,0
399,13.31,11,7,20,10,0,0
400,13.35,11,7,20,10,0,0
401,13.38,11,7,20,10,0,0
402,13.41,11,7,20,10,0,0
403,13.45,11,7,20,10,1,0
404,13.48,11,7,20,10,1,0
405,13.51,11,7,20,10,1,0
406,13.55,11,7,20,10,1,0
407,13.58,11,7,21,10,0,0
408,13.61,11,7,21,10,0,0
409,13.65,11,7,21,10,0,0
410,13.68,11,7,21,10,0,0
411,13.71,11,7,21,10,0,0
412,13.75,11,7,21,10,0,0
413,13.78,11,7,21,10,0,0
414,13.81,11,7,21,10,0,0
415,13.85,11,7,21,10,0,0
416,13.88,11,7,21,10,0,0
417,13.91,11,7,21,10,0,0
418,13.95,11,7,21,10,0,0
419,13.98,11,7,21,10,0,0
420,14.01,11,7,21,10,0,1
421,14.05,11,7,21,10,0,1
422,14.08,11,7,21,11,0,0
423,14.11,11,7,21,11,1,0
424,14.15,11,7,21,11,1,0
425,14.18,11,7,21,11,1,0
426,14.21,11,7,21,11,1,0
427,14.25,11,7,21,11,1,0
428,14.28,11,7,22,11,0,0
429,14.31,11,7,22,11,0,0
430,14.35,11,7,22,11,0,0
431,14.38,11,7,22,11,0,0
432,14.41,11,7,22,11,0,0
433,14.45,11,7,22,11,0,0
434,14.48,11,7,22,11,1,0
435,14.51,11,7,22,11,0,0
436,14.55,11,7,23,11,0,0
437,14.58,11,7,23,11,0,0
438,14.61,11,7,23,11,0,0
439,14.65,11,7,23,11,0,0
440,14.68,12,7,23,11,1,0
441,14.71,12,7,23,11,1,0
442,14.75,12,7,23,11,1,0
443,14.78,12,7,23,11,0,0
444,14.81,12,7,23,11,0,0
445,14.85,12,7,23,11,0,0
446,14.88,12,7,23,11,0,0
447,14.91,12,7,23,11,0,0
448,14.95,12,7,23,11,0,1
449,14.98,12,7,23,11,0,1
450,15.02,12,7,23,11,0,1
451,15.05,12,7,23,12,0,0
452,15.08,12,7,23,12,1,0
453,15.12,12,7,23,12,1,0
454,15.15,12,7,23,12,1,0
455,15.18,12,7,23,12,1,0
456,15.22,12,7,23,12,1,0
457,15.25,12,7,24,12,0,0
458,15.28,12,7,24,12,0,0
459,15.32,12,7,24,12,0,0
460,15.35,12,7,24,12,0,0
461,15.38,12,7,24,12,0,0
462,15.42,12,7,24,12,0,0
463,15.45,12,7,24,12,0,0
464,15.48,12,7,24,12,0,0
465,15.52,12,7,24,12,0,0
466,15.55,12,7,24,12,0,0
467,15.58,12,7,24,12,0,0
468,15.62,12,7,24,12,0,0
469,15.65,12,7,24,12,0,0
470,15.68,12,7,24,12,0,0
471,15.72,12,7,24,12,0,0
472,15.75,12,7,24,12,0,0
473,15.78,12,7,24,12,0,0
474,15.82,12,7,24,12,0,0
475,15.85,12,7,24,12,0,0
476,15.88,12,7,24,12,0,0
477,15.92,12,7,24,12,0,0
478,15.95,12,7,24,12,0,0
479,15.98,12,7,24,12,0,0
480,16.02,12,7,24,12,0,0
481,16.05,12,7,24,12,0,0
482,16.08,12,7,24,12,0,0
483,16.12,12,7,24,12,0,0
484,16.15,12,7,24,12,0,0
485,16.18,12,7,24,12,0,0
486,16.22,12,7,24,12,0,0
487,16.25,12,7,24,12,0,0
488,16.28,12,7,24,12,0,0
489,16.32,12,7,24,12,0,0
490,16.35,12,7,24,12,0,0
491,16.38,12,7,24,12,0,0
492,16.42,12,7,24,12,0,0
493,16.45,12,7,24,12,0,0
494,16.48,12,7,24,12,0,0
495,16.52,12,7,24,12,0,0
496,16.55,12,7,24,12,0,0
497,16.58,12,7,24,12,0,0
498,16.62,12,7,24,12,0,0
499,16.65,12,7,24,12,0,0
500,16.68,12,7,24,12,0,0
501,16.72,12,7,24,12,0,0
502,16.75,12,7,24,12,0,0
503,16.78,12,7,24,12,0,0
504,16.82,12,7,24,12,0,0
505,16.85,12,7,24,12,0,0
506,16.88,12,7,24,12,0,0
507,16.92,12,7,24,12,0,0
508,16.95,12,7,24,12,0,0
509,16.98,12,7,24,12,0,0
510,17.02,12,7,24,12,0,0
511,17.05,12,7,24,12,0,0
512,17.08,12,7,24,12,0,0
513,17.12,12,7,24,12,0,0
514,17.15,12,7,24,12,0,0
515,17.18,12,7,24,12,0,0
516,17.22,12,7,24,12,0,0
517,17.25,12,7,24,12,0,0
518,17.28,12,7,24,12,0,0
519,17.32,12,7,24,12,0,0
520,17.35,12,7,24,12,0,0
521,17.38,12,7,24,12,0,0
522,17.42,12,7,24,12,0,0
523,17.45,12,7,24,12,0,0
524,17.48,12,7,24,12,0,0
525,17.52,12,7,24,12,0,0
526,17.55,12,7,24,12,0,0
527,17.58,12,7,24,12,0,1
528,17.62,12,7,24,12,0,1
529,17.65,12,7,24,12,0,1
530,17.68,12,7,24,13,0,0
531,17.72,12,7,24,13,1,0
532,17.75,12,7,24,13,1,0
533,17.78,12,7,24,13,1,0
534,17.82,12,7,24,13,1,0
535,17.85,12,7,24,13,1,0
536,17.88,12,7,25,13,0,0
537,17.92,12,7,25,13,0,0
538,17.95,12,7,25,13,0,0
539,17.98,12,7,25,13,0,0
540,18.02,12,7,25,13,0,0
541,18.05,12,7,25,13,0,0
542,18.08,12,7,25,13,0,0
543,18.12,12,7,25,13,0,0
544,18.15,12,7,25,13,0,0
545,18.18,12,7,25,13,0,0
546,18.22,12,7,25,13,0,0
547,18.25,12,7,25,13,0,0
548,18.28,12,7,25,13,0,0
549,18.32,12,7,25,13,0,0
550,18.35,12,7,25,13,0,0
551,18.39,12,7,25,13,0,0
552,18.42,12,7,25,13,0,0
553,18.45,12,7,25,13,0,0
554,18.49,12,7,25,13,0,0
555,18.52,12,7,25,13,0,0
556,18.55,12,7,25,13,0,0
557,18.59,12,7,25,13,0,0
558,18.62,13,7,25,13,1,0
559,18.65,13,7,25,13,1,0
560,18.69,13,7,25,13,1,0
561,18.72,13,7,25,13,0,0
562,18.75,13,7,25,13,0,0
563,18.79,13,7,25,13,0,0
564,18.82,13,7,25,13,0,0
565,18.85,13,7,25,13,0,0
566,18.89,13,7,25,13,0,0
567,18.92,13,7,25,13,0,0
568,18.95,13,7,25,13,0,0
569,18.99,13,7,25,13,0,0
570,19.02,13,7,25,13,0,0
571,19.05,13,7,25,13,0,0
572,19.09,13,7,25,13,0,0
573,19.12,13,7,25,13,0,0
574,19.15,13,7,25,13,1,0
575,19.19,13,7,25,13,1,0
576,19.22,13,7,25,13,1,0
577,19.25,13,7,26,13,0,0
578,19.29,13,7,26,13,0,0
579,19.32,13,7,26,13,0,0
580,19.35,13,7,26,13,0,0
581,19.39,13,7,26,13,0,0
582,19.42,13,7,26,13,0,0
583,19.45,13,7,26,13,0,0
584,19.49,13,7,26,13,0,0
585,19.52,13,7,26,13,0,0
586,19.55,13,7,26,13,0,0
587,19.59,13,7,26,13,0,0
588,19.62,13,7,26,13,0,0
589,19.65,13,7,26,13,0,0
590,19.69,13,7,26,13,0,0
591,19.72,13,7,26,13,0,0
592,19.75,13,7,26,13,0,0
593,19.79,13,7,26,13,0,0
594,19.82,13,7,26,13,0,0
595,19.85,13,7,26,13,0,0
596,19.89,13,7,26,13,0,0
597,19.92,13,7,26,13,0,0
598,19.95,13,7,26,13,0,0
599,19.99,13,7,26,13,0,0
600,20.02,13,7,26,13,0,0
601,20.05,13,7,26,13,0,0
602,20.09,13,7,26,13,0,0
603,20.12,13,7,26,13,0,0
604,20.15,13,7,26,13,0,0
605,20.19,13,7,26,13,0,0
606,20.22,13,7,26,13,0,0
607,20.25,13,7,26,13,0,0
608,20.29,13,7,26,13,0,0
609,20.32,13,7,26,13,0,0
610,20.35,13,7,26,13,0,0
611,20.39,13,7,26,13,0,0
612,20.42,13,7,26,13,0,0
613,20.45,13,7,26,13,0,0
614,20.49,13,7,26,13,0,0
615,20.52,13,7,26,13,0,0
616,20.55,13,7,26,13,0,0
617,20.59,13,7,26,13,0,0
618,20.62,13,7,26,13,0,0
619,20.65,13,7,26,13,0,0
620,20.69,13,7,26,13,0,0
621,20.72,13,7,26,13,0,0
622,20.75,14,7,26,13,1,0
623,20.79,14,7,26,13,1,0
624,20.82,14,7,26,13,1,0
625,20.85,14,7,26,13,1,0
626,20.89,14,7,26,13,1,0
627,20.92,14,7,26,13,1,0
628,20.95,14,7,26,13,0,0
629,20.99,14,7,26,13,0,0
630,21.02,14,8,26,13,0,1
631,21.05,14,8,26,13,0,0
632,21.09,14,8,26,13,0,0
633,21.12,14,8,26,13,0,0
634,21.15,14,8,26,13,0,0
635,21.19,14,8,26,13,0,0
636,21.22,14,8,26,13,0,0
637,21.25,14,8,26,13,0,0
638,21.29,14,8,26,13,0,0
639,21.32,14,8,26,13,0,1
640,21.35,14,8,26,14,0,0
641,21.39,14,8,26,14,1,0
642,21.42,14,8,26,14,1,0
643,21.45,14,8,26,14,1,0
644,21.49,14,8,26,14,1,0
645,21.52,14,8,26,14,1,0
646,21.55,14,8,27,14,0,0
647,21.59,14,8,27,14,0,0
648,21.62,14,8,27,14,0,0
649,21.65,14,8,27,14,0,0
650,21.69,14,8,27,14,0,0
651,21.72,14,8,27,14,0,0
652,21.76,14,8,27,14,0,0
653,21.79,14,8,27,14,0,0
654,21.82,14,8,27,14,0,0
655,21.86,14,8,27,14,0,0
656,21.89,14,8,27,14,0,0
657,21.92,14,8,27,14,0,1
658,21.96,14,8,27,14,0,1
659,21.99,14,8,27,15,1,0
660,22.02,14,8,27,15,1,0
661,22.06,14,8,27,15,1,0
662,22.09,14,8,27,15,1,0
663,22.12,14,8,27,15,2,0
664,22.16,15,8,28,15,2,0
665,22.19,15,8,29,15,1,0
666,22.22,15,8,29,15,0,0
667,22.26,15,8,29,15,0,0
668,22.29,15,8,29,15,0,0
669,22.32,15,8,29,15,0,0
670,22.36,15,8,29,15,0,0
671,22.39,15,8,29,15,0,0
672,22.42,15,8,29,15,0,0
673,22.46,16,8,29,15,1,0
674,22.49,16,8,29,15,1,0
675,22.52,16,8,29,15,1,0
676,22.56,16,8,29,15,1,0
677,22.59,16,8,29,15,1,0
678,22.62,16,8,29,15,0,0
679,22.66,16,9,29,15,0,1
680,22.69,16,9,29,15,0,0
681,22.72,16,9,29,15,0,0
682,22.76,16,9,29,15,0,0
683,22.79,16,9,29,15,0,0
684,22.82,16,9,29,15,0,0
685,22.86,16,9,29,15,0,0
686,22.89,16,9,29,15,0,0
687,22.92,16,9,29,15,0,0
688,22.96,16,9,29,15,0,0
689,22.99,16,9,29,15,0,0
690,23.02,16,9,29,15,0,0
691,23.06,16,9,29,15,0,0
692,23.09,16,9,29,15,0,0
693,23.12,16,9,29,15,0,0
694,23.16,16,9,29,15,0,0
695,23.19,16,9,29,15,0,0
696,23.22,16,9,29,15,0,0
697,23.26,16,9,29,15,0,0
698,23.29,16,9,29,15,0,0
699,23.32,16,9,29,15,0,0
700,23.36,16,9,29,15,0,0
701,23.39,16,9,29,15,0,0
702,23.42,16,9,29,15,0,0
703,23.46,16,9,29,15,0,1
704,23.49,16,9,29,15,0,1
705,23.52,16,9,29,15,0,1
706,23.56,16,9,29,15,0,0
707,23.59,17,9,29,16,2,0
708,23.62,17,9,29,16,3,0
709,23.66,17,9,29,16,2,0
710,23.69,17,9,29,16,3,0
711,23.72,17,9,29,16,2,0
712,23.76,18,10,31,16,1,1
713,23.79,18,10,31,16,1,1
714,23.82,18,10,31,16,0,1
715,23.86,18,10,31,16,0,0
716,23.89,18,10,31,16,0,0
717,23.92,18,10,31,16,0,0
718,23.96,18,10,31,16,0,0
719,23.99,18,10,31,16,0,0
720,24.02,18,10,31,16,0,0
721,24.06,18,10,31,16,0,0
722,24.09,18,10,31,16,0,0
723,24.12,18,10,31,16,0,0
724,24.16,18,10,31,16,0,0
725,24.19,18,10,31,16,0,0
726,24.22,18,10,31,16,0,0
727,24.26,18,10,31,16,0,0
728,24.29,18,10,31,16,0,0
729,24.32,18,10,31,16,0,0
730,24.36,18,10,31,16,0,0
731,24.39,18,10,31,16,0,0
732,24.42,18,10,31,16,0,0
733,24.46,18,10,31,16,0,0
734,24.49,18,10,31,16,0,0
735,24.52,18,10,31,16,0,0
736,24.56,18,10,31,16,0,0
737,24.59,18,10,31,16,0,0
738,24.62,18,10,31,16,0,0
739,24.66,18,10,31,16,0,0
740,24.69,18,10,31,16,0,0
741,24.72,18,10,31,16,0,0
742,24.76,18,10,31,16,0,0
743,24.79,18,10,31,16,0,0
744,24.82,18,10,31,16,0,0
745,24.86,18,10,31,16,0,0
746,24.89,18,10,31,16,0,0
747,24.92,18,10,31,16,0,0
748,24.96,18,10,31,16,0,0
749,24.99,18,10,31,16,0,0
750,25.03,18,10,31,16,0,0
751,25.06,18,10,31,16,0,0
752,25.09,18,10,31,16,0,0
753,25.13,18,10,31,16,0,0
754,25.16,18,10,31,16,0,0
755,25.19,18,10,31,16,0,0
756,25.23,18,10,31,16,0,0
757,25.26,18,10,31,16,0,0
758,25.29,18,10,31,16,0,0
759,25.33,18,10,31,16,0,0
760,25.36,19,10,31,16,1,0
761,25.39,19,10,31,16,1,0
762,25.43,19,10,31,16,0,0
763,25.46,19,10,31,16,0,0
764,25.49,19,10,31,16,0,0
765,25.53,19,10,31,16,0,0
766,25.56,19,10,31,16,0,0
767,25.59,19,10,31,16,0,1
768,25.63,19,10,31,16,0,1
769,25.66,19,10,31,16,0,1
770,25.69,19,10,31,17,1,0
771,25.73,19,10,31,17,1,0
772,25.76,19,10,31,17,1,0
773,25.79,19,10,31,17,1,0
774,25.83,19,10,31,17,1,1
775,25.86,19,10,31,17,1,0
776,25.89,19,10,32,17,0,1
777,25.93,19,10,32,18,0,0
778,25.96,19,10,32,18,1,0
779,25.99,19,10,32,18,1,0
780,26.03,19,10,32,18,1,0
781,26.06,19,10,32,18,1,0
782,26.09,19,10,32,18,1,0
783,26.13,19,10,33,18,0,0
784,26.16,19,10,33,18,0,0
785,26.19,19,10,33,18,0,0
786,26.23,19,10,33,18,0,0
787,26.26,19,10,33,18,0,0
788,26.29,19,10,33,18,0,0
789,26.33,19,10,33,18,0,0
790,26.36,19,10,33,18,0,0
791,26.39,19,10,33,18,0,0
792,26.43,19,10,33,18,0,0
793,26.46,19,10,33,18,0,0
794,26.49,19,10,33,18,0,0
795,26.53,19,10,33,18,0,0
796,26.56,19,10,33,18,0,1
797,26.59,19,10,33,18,0,1
798,26.63,19,10,33,18,0,1
799,26.66,19,10,33,19,1,0
800,26.69,19,10,33,19,1,0
801,26.73,19,10,33,19,1,0
802,26.76,19,10,33,19,1,0
803,26.79,19,10,33,19,1,0
804,26.83,19,10,33,19,1,0
805,26.86,19,10,34,19,0,0
806,26.89,19,10,34,19,0,0
807,26.93,19,10,34,19,0,0
808,26.96,19,10,34,19,0,0
809,26.99,19,10,34,19,0,0
810,27.03,19,10,34,19,0,0
811,27.06,19,10,34,19,0,0
812,27.09,19,10,34,19,0,0
813,27.13,19,10,34,19,0,0
814,27.16,19,10,34,19,0,0
815,27.19,19,10,34,19,0,0
816,27.23,19,10,34,19,0,0
817,27.26,20,10,34,19,1,0
818,27.29,20,10,34,19,1,0
819,27.33,20,10,34,19,1,0
820,27.36,20,10,34,19,1,0
821,27.39,20,10,34,19,1,0
822,27.43,20,11,34,19,0,1
823,27.46,20,11,34,19,0,1
824,27.49,20,11,34,19,0,1
825,27.53,20,11,34,19,0,1
826,27.56,21,11,34,19,1,1
827,27.59,21,11,34,20,1,0
828,27.63,21,11,34,20,2,0
829,27.66,21,11,34,20,2,0
830,27.69,21,11,34,20,2,0
831,27.73,21,12,34,20,1,1
832,27.76,21,12,34,20,1,1
833,27.79,21,12,35,20,0,1
834,27.83,21,12,35,20,0,1
835,27.86,21,12,35,20,0,0
836,27.89,21,12,35,20,0,0
837,27.93,21,12,35,20,0,0
838,27.96,21,12,35,20,0,0
839,27.99,21,12,35,20,0,0
840,28.03,21,12,35,20,0,0
841,28.06,21,12,35,20,0,0
842,28.09,21,12,35,20,0,0
843,28.13,21,12,35,20,0,0
844,28.16,21,12,35,20,0,0
845,28.19,21,12,35,20,0,0
846,28.23,21,12,35,20,0,0
847,28.26,21,12,35,20,0,0
848,28.29,21,12,35,20,0,0
849,28.33,21,12,35,20,0,0
850,28.36,21,12,35,20,0,0
851,28.4,21,12,35,20,0,0
852,28.43,21,12,35,20,0,0
853,28.46,21,12,35,20,0,0
854,28.5,21,12,35,20,0,0
855,28.53,21,12,35,20,0,0
856,28.56,21,12,35,20,0,0
857,28.6,21,12,35,20,0,0
858,28.63,21,12,35,20,0,0
859,28.66,21,12,35,20,0,0
860,28.7,21,12,35,20,0,0
861,28.73,21,12,35,20,0,0
862,28.76,21,12,35,20,0,0
863,28.8,21,12,35,20,0,0
864,28.83,21,12,35,20,1,0
865,28.86,21,12,35,20,1,0
866,28.9,21,12,36,20,0,0
867,28.93,21,12,36,20,0,0
868,28.96,21,12,36,20,0,0
869,29.0,21,12,36,20,0,0
870,29.03,21,12,36,20,0,0
871,29.06,21,12,36,20,0,0
872,29.1,21,12,36,20,0,0
873,29.13,21,12,36,20,0,0
874,29.16,21,12,36,20,0,0
875,29.2,21,12,36,20,0,0
876,29.23,21,12,36,20,0,0
877,29.26,21,12,36,20,0,0
878,29.3,21,12,36,20,0,0
879,29.33,21,12,36,20,0,0
880,29.36,21,12,36,20,0,0
881,29.4,21,12,36,20,0,0
882,29.43,21,12,36,20,0,0
883,29.46,21,12,36,20,0,0
884,29.5,21,12,36,20,0,0
885,29.53,21,12,36,20,0,0
886,29.56,21,12,36,20,0,0
887,29.6,21,12,36,20,0,0
888,29.63,21,12,36,20,0,0
889,29.66,21,12,36,20,0,0
890,29.7,21,12,36,20,0,0
891,29.73,21,12,36,20,0,0
892,29.76,21,12,36,20,0,0
893,29.8,21,12,36,20,0,0
894,29.83,21,12,36,20,0,0
895,29.86,21,12,36,20,0,0
896,29.9,21,12,36,20,0,0
897,29.93,21,12,36,20,0,0
898,29.96,21,12,36,20,0,0
899,30.0,21,12,36,20,0,0
900,30.03,21,12,36,20,0,0
901,30.06,21,12,36,20,0,0
902,30.1,21,12,36,20,1,0
903,30.13,21,12,36,20,0,0
904,30.16,21,12,37,20,0,0
905,30.2,21,12,37,20,0,0
906,30.23,21,12,37,20,0,0
907,30.26,21,12,37,20,0,0
908,30.3,21,12,37,20,0,0
909,30.33,21,12,37,20,0,0
910,30.36,21,12,37,20,0,0
911,30.4,21,12,37,20,0,0
912,30.43,21,12,37,20,0,0
913,30.46,21,12,37,20,0,0
914,30.5,21,12,37,20,0,0
915,30.53,21,12,37,20,0,0
916,30.56,21,12,37,20,0,0
917,30.6,21,12,37,20,0,0
918,30.63,21,12,37,20,0,0
919,30.66,21,12,37,20,0,0
920,30.7,21,12,37,20,0,0
921,30.73,21,12,37,20,0,0
922,30.76,21,12,37,20,0,0
923,30.8,21,12,37,20,0,0
924,30.83,21,12,37,20,0,0
925,30.86,21,12,37,20,0,0
926,30.9,21,12,37,20,0,0
927,30.93,21,12,37,20,0,0
928,30.96,21,12,37,20,0,0
929,31.0,21,12,37,20,0,0
930,31.03,21,12,37,20,0,0
931,31.06,21,12,37,20,0,0
932,31.1,21,12,37,20,0,0
933,31.13,21,12,37,20,0,0
934,31.16,21,12,37,20,0,0
935,31.2,21,12,37,20,0,0
